CVE,Code,Package,Version
CVE-2017-16926,1,ohcount (PTS),4.0.0-1
CVE-2017-16927,2,xrdp,0.5.0-2+deb7u2
CVE-2017-16927,1,xrdp (PTS),0.9.21.1-1~deb11u1
CVE-2017-16931,2,libxml2,2.8.0+dfsg1-7+wheezy11
CVE-2017-16931,1,libxml2 (PTS),2.9.10+dfsg-6.7+deb11u4
CVE-2017-16932,2,libxml2,2.9.7+dfsg-1
CVE-2017-16932,1,libxml2 (PTS),2.9.10+dfsg-6.7+deb11u4
CVE-2017-16933,2,icinga2,2.8.4-1
CVE-2017-16933,1,icinga2 (PTS),2.12.3-1
CVE-2017-16938,2,optipng,0.6.4-1+deb7u4
CVE-2017-16938,1,optipng (PTS),0.7.7-1
CVE-2017-16939,2,linux,3.2.96-1
CVE-2017-16939,1,linux (PTS),5.10.223-1
CVE-2017-16942,2,libsndfile,1.0.27-1
CVE-2017-16942,1,libsndfile (PTS),1.0.31-2
CVE-2017-16943,2,exim4,(not affected)
CVE-2017-16943,1,exim4 (PTS),4.94.2-7+deb11u3
CVE-2017-16944,2,exim4,(not affected)
CVE-2017-16944,1,exim4 (PTS),4.94.2-7+deb11u3
CVE-2017-16994,2,linux,(not affected)
CVE-2017-16994,1,linux (PTS),5.10.223-1
CVE-2017-16995,2,linux,(not affected)
CVE-2017-16995,1,linux (PTS),5.10.223-1
CVE-2017-16996,2,linux,(not affected)
CVE-2017-16996,1,linux (PTS),5.10.223-1
CVE-2017-16997,2,eglibc,(unfixed)
CVE-2017-16997,2,glibc,2.24-11+deb9u4
CVE-2017-16997,1,glibc (PTS),2.31-13+deb11u11
CVE-2017-17042,2,yard,0.9.12-1
CVE-2017-17042,1,yard (PTS),0.9.24-1+deb11u1
CVE-2017-17044,2,xen,4.1.6.lts1-11
CVE-2017-17044,1,xen (PTS),4.14.6-1
CVE-2017-17045,2,xen,4.1.6.lts1-11
CVE-2017-17045,1,xen (PTS),4.14.6-1
CVE-2017-17046,2,xen,(not affected)
CVE-2017-17046,1,xen (PTS),4.14.6-1
CVE-2017-17051,2,nova,(not affected)
CVE-2017-17051,1,nova (PTS),2:22.0.1-2+deb11u1
CVE-2017-17052,2,linux,(not affected)
CVE-2017-17052,1,linux (PTS),5.10.223-1
CVE-2017-17053,2,linux,(not affected)
CVE-2017-17053,1,linux (PTS),5.10.223-1
CVE-2017-17054,2,aubio,(not affected)
CVE-2017-17054,1,aubio (PTS),0.4.9-4
CVE-2017-17068,0,,
CVE-2017-17080,2,binutils,2.29.51.20171128-1
CVE-2017-17080,1,binutils (PTS),2.35.2-2
CVE-2017-17081,2,ffmpeg,7:3.2.10-1~deb9u1
CVE-2017-17081,1,ffmpeg (PTS),7:4.3.7-0+deb11u1
CVE-2017-17083,2,wireshark,1.12.1+g01b65bf-4+deb8u6~deb7u8
CVE-2017-17083,1,wireshark (PTS),3.4.10-0+deb11u1
CVE-2017-17084,2,wireshark,1.12.1+g01b65bf-4+deb8u6~deb7u8
CVE-2017-17084,1,wireshark (PTS),3.4.10-0+deb11u1
CVE-2017-17085,2,wireshark,1.12.1+g01b65bf-4+deb8u6~deb7u8
CVE-2017-17085,1,wireshark (PTS),3.4.10-0+deb11u1
CVE-2017-17087,2,vim,2:7.4.488-7+deb8u4
CVE-2017-17087,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2017-17090,2,asterisk,1:1.8.13.1~dfsg1-3+deb7u8
CVE-2017-17090,1,asterisk (PTS),1:16.28.0~dfsg-0+deb11u4
CVE-2017-17091,2,wordpress,3.6.1+dfsg-1~deb7u20
CVE-2017-17091,1,wordpress (PTS),5.7.11+dfsg1-0+deb11u1
CVE-2017-17092,2,wordpress,3.6.1+dfsg-1~deb7u20
CVE-2017-17092,1,wordpress (PTS),5.7.11+dfsg1-0+deb11u1
CVE-2017-17093,2,wordpress,3.6.1+dfsg-1~deb7u20
CVE-2017-17093,1,wordpress (PTS),5.7.11+dfsg1-0+deb11u1
CVE-2017-17094,2,wordpress,3.6.1+dfsg-1~deb7u20
CVE-2017-17094,1,wordpress (PTS),5.7.11+dfsg1-0+deb11u1
CVE-2017-17095,2,tiff,4.0.3-12.3+deb8u10
CVE-2017-17095,2,tiff3,(unfixed)
CVE-2017-17095,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2017-17121,2,binutils,2.29.51.20171208-1
CVE-2017-17121,1,binutils (PTS),2.35.2-2
CVE-2017-17122,2,binutils,2.29.51.20171208-1
CVE-2017-17122,1,binutils (PTS),2.35.2-2
CVE-2017-17123,2,binutils,2.29.51.20171208-1
CVE-2017-17123,1,binutils (PTS),2.35.2-2
CVE-2017-17124,2,binutils,2.29.51.20171208-1
CVE-2017-17124,1,binutils (PTS),2.35.2-2
CVE-2017-17125,2,binutils,2.29.51.20171128-1
CVE-2017-17125,1,binutils (PTS),2.35.2-2
CVE-2017-17126,2,binutils,2.29.51.20171208-1
CVE-2017-17126,1,binutils (PTS),2.35.2-2
CVE-2017-17127,0,,
CVE-2017-17128,0,,
CVE-2017-17130,0,,
CVE-2017-17342,0,,
CVE-2017-17344,0,,
CVE-2017-17381,2,qemu,(not affected)
CVE-2017-17381,2,qemu-kvm,(unfixed)
CVE-2017-17381,1,qemu (PTS),1:5.2+dfsg-11+deb11u3
CVE-2017-17383,0,,
CVE-2017-17405,0,,
CVE-2017-17426,2,eglibc,(not affected)
CVE-2017-17426,2,glibc,(not affected)
CVE-2017-17426,1,glibc (PTS),2.31-13+deb11u11
CVE-2017-17431,0,,
CVE-2017-17432,2,openafs,1.6.1-3+deb7u8
CVE-2017-17432,1,openafs (PTS),1.8.6-5
CVE-2017-17433,2,rsync,3.0.9-4+deb7u1
CVE-2017-17433,1,rsync (PTS),3.2.3-4+deb11u1
CVE-2017-17434,2,rsync,3.0.9-4+deb7u1
CVE-2017-17434,1,rsync (PTS),3.2.3-4+deb11u1
CVE-2017-17439,2,heimdal,(not affected)
CVE-2017-17439,1,heimdal (PTS),7.7.0+dfsg-2+deb11u3
CVE-2017-17440,2,libextractor,1:1.3-2+deb8u1
CVE-2017-17440,1,libextractor (PTS),1:1.11-2
CVE-2017-17446,2,game-music-emu,0.6.2-1
CVE-2017-17446,1,game-music-emu (PTS),0.6.3-2
CVE-2017-17448,2,linux,3.16.51-3+deb8u1
CVE-2017-17448,1,linux (PTS),5.10.223-1
CVE-2017-17449,2,linux,(not affected)
CVE-2017-17449,1,linux (PTS),5.10.223-1
CVE-2017-17450,2,linux,3.16.51-3+deb8u1
CVE-2017-17450,1,linux (PTS),5.10.223-1
CVE-2017-17456,0,,
CVE-2017-17457,0,,
CVE-2017-17458,2,mercurial,2.2.2-4+deb7u6
CVE-2017-17458,1,mercurial (PTS),5.6.1-4
CVE-2017-17459,2,fossil,1:2.4-1
CVE-2017-17459,1,fossil (PTS),1:2.15.2-1
CVE-2017-17476,2,otrs2,3.3.18-1~deb7u3
CVE-2017-17476,1,otrs2 (PTS),6.0.32-6
CVE-2017-17479,2,openjpeg2,(unfixed)
CVE-2017-17479,1,openjpeg2 (PTS),2.4.0-3
CVE-2017-17480,2,openjpeg2,2.1.0-2+deb8u5
CVE-2017-17480,1,openjpeg2 (PTS),2.4.0-3
CVE-2017-17484,2,icu,(not affected)
CVE-2017-17484,1,icu (PTS),67.1-7
CVE-2017-17485,2,jackson-databind,2.4.2-2+deb8u3
CVE-2017-17485,1,jackson-databind (PTS),2.12.1-1+deb11u1
CVE-2017-17497,2,tidy,(not affected)
CVE-2017-17497,2,tidy-html5,(not affected)
CVE-2017-17497,1,tidy-html5 (PTS),2:5.6.0-11
CVE-2017-17498,2,graphicsmagick,1.3.16-1.1+deb7u16
CVE-2017-17498,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17499,2,imagemagick,(not affected)
CVE-2017-17499,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17500,2,graphicsmagick,1.3.16-1.1+deb7u16
CVE-2017-17500,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17501,2,graphicsmagick,1.3.16-1.1+deb7u16
CVE-2017-17501,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17502,2,graphicsmagick,1.3.16-1.1+deb7u16
CVE-2017-17502,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17503,2,graphicsmagick,1.3.16-1.1+deb7u16
CVE-2017-17503,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17504,2,imagemagick,8:6.7.7.10-5+deb7u19
CVE-2017-17504,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17505,2,hdf5,1.10.4+repack-1
CVE-2017-17505,1,hdf5 (PTS),1.10.6+repack-4+deb11u1
CVE-2017-17506,2,hdf5,1.10.4+repack-1
CVE-2017-17506,1,hdf5 (PTS),1.10.6+repack-4+deb11u1
CVE-2017-17507,2,hdf5,(unfixed)
CVE-2017-17507,1,hdf5 (PTS),1.10.6+repack-4+deb11u1
CVE-2017-17508,2,hdf5,1.10.4+repack-1
CVE-2017-17508,1,hdf5 (PTS),1.10.6+repack-4+deb11u1
CVE-2017-17509,2,hdf5,1.10.4+repack-1
CVE-2017-17509,1,hdf5 (PTS),1.10.6+repack-4+deb11u1
CVE-2017-17511,2,kildclient,2.11.1-1+deb7u1
CVE-2017-17511,1,kildclient (PTS),3.2.0-2
CVE-2017-17512,2,sensible-utils,0.0.7+deb7u1
CVE-2017-17512,1,sensible-utils (PTS),0.0.14
CVE-2017-17513,2,context,(not affected)
CVE-2017-17513,2,texlive-base,(not affected)
CVE-2017-17513,2,texlive-bin,(not affected)
CVE-2017-17513,1,context (PTS),2020.03.10.20200331-1
CVE-2017-17513,1,texlive-base (PTS),2020.20210202-3
CVE-2017-17513,1,texlive-bin (PTS),2020.20200327.54578-7+deb11u1
CVE-2017-17514,2,nip2,(unfixed)
CVE-2017-17514,1,nip2 (PTS),8.7.1-2
CVE-2017-17515,2,metview,(unfixed)
CVE-2017-17515,1,metview (PTS),5.10.2-1
CVE-2017-17516,2,rtv,(unfixed)
CVE-2017-17516,1,rtv (PTS),1.27.0+dfsg-2
CVE-2017-17517,2,sylpheed,(unfixed)
CVE-2017-17517,1,sylpheed (PTS),3.7.0-8
CVE-2017-17518,2,whitedune,(unfixed)
CVE-2017-17518,1,whitedune (PTS),0.30.10-2.2
CVE-2017-17519,2,ocaml-batteries,(unfixed)
CVE-2017-17519,1,ocaml-batteries (PTS),3.1.0-2
CVE-2017-17520,2,tin,(unfixed)
CVE-2017-17520,1,tin (PTS),1:2.4.5-1
CVE-2017-17521,2,fontforge,(unfixed)
CVE-2017-17521,1,fontforge (PTS),1:20201107~dfsg-4+deb11u1
CVE-2017-17522,2,jython,(not affected)
CVE-2017-17522,2,python2.6,(unfixed)
CVE-2017-17522,2,python2.7,(unfixed)
CVE-2017-17522,2,python3.2,(unfixed)
CVE-2017-17522,2,python3.4,(unfixed)
CVE-2017-17522,2,python3.5,(unfixed)
CVE-2017-17522,2,python3.6,(unfixed)
CVE-2017-17522,2,python3.7,(unfixed)
CVE-2017-17522,1,jython (PTS),2.7.2+repack1-3
CVE-2017-17522,1,python2.7 (PTS),2.7.18-8+deb11u1
CVE-2017-17523,2,lilypond,2.18.2-12
CVE-2017-17523,1,lilypond (PTS),2.22.0-10
CVE-2017-17524,2,swi-prolog,(unfixed)
CVE-2017-17524,1,swi-prolog (PTS),8.2.4+dfsg-1
CVE-2017-17525,0,,
CVE-2017-17526,2,giac,(unfixed)
CVE-2017-17526,1,giac (PTS),1.6.0.41+dfsg1-1
CVE-2017-17527,2,pasdoc,0.15.0-1
CVE-2017-17527,1,pasdoc (PTS),0.15.0-2
CVE-2017-17528,2,scummvm,(not affected)
CVE-2017-17528,1,scummvm (PTS),2.2.0+dfsg1-4
CVE-2017-17529,2,abiword,(unfixed)
CVE-2017-17529,1,abiword (PTS),3.0.4~dfsg-3
CVE-2017-17530,2,geomview,(unfixed)
CVE-2017-17530,1,geomview (PTS),1.9.5-3
CVE-2017-17531,2,global,6.5.6-2+deb9u1
CVE-2017-17531,1,global (PTS),6.6.5-1
CVE-2017-17532,2,kiwi,(unfixed)
CVE-2017-17532,1,kiwi (PTS),9.24.56-1
CVE-2017-17535,0,,
CVE-2017-17536,2,phabricator,(unfixed)
CVE-2017-17536,1,phabricator (PTS),0~git20200925-1
CVE-2017-17554,2,aubio,0.4.6-1
CVE-2017-17554,1,aubio (PTS),0.4.9-4
CVE-2017-17555,2,aubio,0.4.6-1
CVE-2017-17555,1,aubio (PTS),0.4.9-4
CVE-2017-17558,2,linux,3.2.96-3
CVE-2017-17558,1,linux (PTS),5.10.223-1
CVE-2017-17563,2,xen,4.1.6.lts1-11
CVE-2017-17563,1,xen (PTS),4.14.6-1
CVE-2017-17564,2,xen,4.1.6.lts1-11
CVE-2017-17564,1,xen (PTS),4.14.6-1
CVE-2017-17565,2,xen,4.1.6.lts1-11
CVE-2017-17565,1,xen (PTS),4.14.6-1
CVE-2017-17566,2,xen,4.1.6.lts1-11
CVE-2017-17566,1,xen (PTS),4.14.6-1
CVE-2017-17663,2,mini-httpd,(unfixed)
CVE-2017-17663,2,thttpd,(unfixed)
CVE-2017-17663,1,mini-httpd (PTS),1.30-2
CVE-2017-17664,2,asterisk,(not affected)
CVE-2017-17664,1,asterisk (PTS),1:16.28.0~dfsg-0+deb11u4
CVE-2017-17669,2,exiv2,0.25-4+deb10u4
CVE-2017-17669,1,exiv2 (PTS),0.27.3-3+deb11u2
CVE-2017-17670,2,vlc,(unfixed)
CVE-2017-17670,1,vlc (PTS),3.0.21-0+deb11u1
CVE-2017-17680,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17680,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17681,2,imagemagick,(not affected)
CVE-2017-17681,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17682,2,imagemagick,8:6.7.7.10-5+deb7u19
CVE-2017-17682,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17688,2,enigmail,(unfixed)
CVE-2017-17688,1,enigmail (PTS),2:2.2.4-0.3
CVE-2017-17689,2,evolution,(unfixed)
CVE-2017-17689,2,kdepim,(unfixed)
CVE-2017-17689,2,kf5-messagelib,4:18.08.1-1
CVE-2017-17689,1,evolution (PTS),3.38.3-1+deb11u2
CVE-2017-17689,1,kf5-messagelib (PTS),4:20.08.3-5
CVE-2017-17712,2,linux,(not affected)
CVE-2017-17712,1,linux (PTS),5.10.223-1
CVE-2017-17718,2,ruby-net-ldap,(not affected)
CVE-2017-17718,1,ruby-net-ldap (PTS),0.16.1-1
CVE-2017-17724,2,exiv2,(not affected)
CVE-2017-17724,1,exiv2 (PTS),0.27.3-3+deb11u2
CVE-2017-17740,2,openldap,(unfixed)
CVE-2017-17740,1,openldap (PTS),2.4.57+dfsg-3+deb11u1
CVE-2017-17741,2,linux,3.2.96-3
CVE-2017-17741,1,linux (PTS),5.10.223-1
CVE-2017-17742,2,jruby,1.5.6-9+deb8u2
CVE-2017-17742,2,ruby1.8,1.8.7.358-7.1+deb7u6
CVE-2017-17742,2,ruby1.9.1,1.9.3.194-8.1+deb7u8
CVE-2017-17742,2,ruby2.1,2.1.5-2+deb8u4
CVE-2017-17742,2,ruby2.3,2.3.3-1+deb9u3
CVE-2017-17742,2,ruby2.5,2.5.1-1
CVE-2017-17742,1,jruby (PTS),9.3.9.0+ds-8
CVE-2017-17760,2,opencv,3.4.4+dfsg-1~exp1
CVE-2017-17760,1,opencv (PTS),4.5.1+dfsg-5
CVE-2017-17782,2,graphicsmagick,1.3.16-1.1+deb7u16
CVE-2017-17782,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17783,2,graphicsmagick,(not affected)
CVE-2017-17783,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17784,2,gimp,2.8.2-2+deb7u3
CVE-2017-17784,1,gimp (PTS),2.10.22-4+deb11u2
CVE-2017-17785,2,gimp,2.8.2-2+deb7u3
CVE-2017-17785,1,gimp (PTS),2.10.22-4+deb11u2
CVE-2017-17786,2,gimp,2.8.2-2+deb7u3
CVE-2017-17786,1,gimp (PTS),2.10.22-4+deb11u2
CVE-2017-17787,2,gimp,2.8.2-2+deb7u3
CVE-2017-17787,1,gimp (PTS),2.10.22-4+deb11u2
CVE-2017-17788,2,gimp,2.8.2-2+deb7u3
CVE-2017-17788,1,gimp (PTS),2.10.22-4+deb11u2
CVE-2017-17789,2,gimp,2.8.2-2+deb7u3
CVE-2017-17789,1,gimp (PTS),2.10.22-4+deb11u2
CVE-2017-17790,0,,
CVE-2017-17805,2,linux,3.2.96-3
CVE-2017-17805,1,linux (PTS),5.10.223-1
CVE-2017-17806,2,linux,3.2.96-3
CVE-2017-17806,1,linux (PTS),5.10.223-1
CVE-2017-17807,2,linux,3.2.96-3
CVE-2017-17807,1,linux (PTS),5.10.223-1
CVE-2017-17810,2,nasm,2.13.02-0.1
CVE-2017-17810,1,nasm (PTS),2.15.05-1
CVE-2017-17811,2,nasm,2.13.02-0.1
CVE-2017-17811,1,nasm (PTS),2.15.05-1
CVE-2017-17812,2,nasm,2.13.02-0.1
CVE-2017-17812,1,nasm (PTS),2.15.05-1
CVE-2017-17813,2,nasm,2.13.02-0.1
CVE-2017-17813,1,nasm (PTS),2.15.05-1
CVE-2017-17814,2,nasm,2.13.02-0.1
CVE-2017-17814,1,nasm (PTS),2.15.05-1
CVE-2017-17815,2,nasm,2.13.02-0.1
CVE-2017-17815,1,nasm (PTS),2.15.05-1
CVE-2017-17816,2,nasm,2.13.02-0.1
CVE-2017-17816,1,nasm (PTS),2.15.05-1
CVE-2017-17817,2,nasm,2.13.02-0.1
CVE-2017-17817,1,nasm (PTS),2.15.05-1
CVE-2017-17818,2,nasm,2.13.02-0.1
CVE-2017-17818,1,nasm (PTS),2.15.05-1
CVE-2017-17819,2,nasm,2.13.02-0.1
CVE-2017-17819,1,nasm (PTS),2.15.05-1
CVE-2017-17820,2,nasm,2.13.02-0.1
CVE-2017-17820,1,nasm (PTS),2.15.05-1
CVE-2017-17821,2,webkit2gtk,2.22.0-2
CVE-2017-17821,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2017-17831,2,git-lfs,(not affected)
CVE-2017-17831,1,git-lfs (PTS),2.13.2-1
CVE-2017-17833,0,,
CVE-2017-17835,0,,
CVE-2017-17836,0,,
CVE-2017-17837,0,,
CVE-2017-17840,2,open-iscsi,(not affected)
CVE-2017-17840,1,open-iscsi (PTS),2.1.3-5
CVE-2017-17843,2,enigmail,2:1.9.9-1~deb7u1
CVE-2017-17843,1,enigmail (PTS),2:2.2.4-0.3
CVE-2017-17844,2,enigmail,2:1.9.9-1~deb7u1
CVE-2017-17844,1,enigmail (PTS),2:2.2.4-0.3
CVE-2017-17845,2,enigmail,2:1.9.9-1~deb7u1
CVE-2017-17845,1,enigmail (PTS),2:2.2.4-0.3
CVE-2017-17846,2,enigmail,2:1.9.9-1~deb7u1
CVE-2017-17846,1,enigmail (PTS),2:2.2.4-0.3
CVE-2017-17847,2,enigmail,2:1.9.9-1~deb7u1
CVE-2017-17847,1,enigmail (PTS),2:2.2.4-0.3
CVE-2017-17848,2,enigmail,2:1.9.9-1~deb7u1
CVE-2017-17848,1,enigmail (PTS),2:2.2.4-0.3
CVE-2017-17850,2,asterisk,(not affected)
CVE-2017-17850,1,asterisk (PTS),1:16.28.0~dfsg-0+deb11u4
CVE-2017-17852,2,linux,(not affected)
CVE-2017-17852,1,linux (PTS),5.10.223-1
CVE-2017-17853,2,linux,(not affected)
CVE-2017-17853,1,linux (PTS),5.10.223-1
CVE-2017-17854,2,linux,(not affected)
CVE-2017-17854,1,linux (PTS),5.10.223-1
CVE-2017-17855,2,linux,(not affected)
CVE-2017-17855,1,linux (PTS),5.10.223-1
CVE-2017-17856,2,linux,(not affected)
CVE-2017-17856,1,linux (PTS),5.10.223-1
CVE-2017-17857,2,linux,(not affected)
CVE-2017-17857,1,linux (PTS),5.10.223-1
CVE-2017-17858,2,mupdf,(not affected)
CVE-2017-17858,1,mupdf (PTS),1.17.0+ds1-2
CVE-2017-17862,2,linux,(not affected)
CVE-2017-17862,1,linux (PTS),5.10.223-1
CVE-2017-17863,2,linux,(not affected)
CVE-2017-17863,1,linux (PTS),5.10.223-1
CVE-2017-17864,2,linux,(not affected)
CVE-2017-17864,1,linux (PTS),5.10.223-1
CVE-2017-17866,2,mupdf,1.9a+ds1-4+deb9u4
CVE-2017-17866,1,mupdf (PTS),1.17.0+ds1-2
CVE-2017-17879,2,imagemagick,8:6.7.7.10-5+deb7u19
CVE-2017-17879,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17880,2,imagemagick,8:6.9.9.39+dfsg-1
CVE-2017-17880,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17881,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17881,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17882,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17882,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17883,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17883,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17884,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17884,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17885,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17885,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17886,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17886,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17887,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17887,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17912,2,graphicsmagick,1.3.16-1.1+deb7u16
CVE-2017-17912,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17913,2,graphicsmagick,(not affected)
CVE-2017-17913,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17914,2,imagemagick,8:6.7.7.10-5+deb7u19
CVE-2017-17914,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17915,2,graphicsmagick,1.3.16-1.1+deb7u16
CVE-2017-17915,1,graphicsmagick (PTS),1.4+really1.3.36+hg16481-2+deb11u1
CVE-2017-17916,2,rails,(unfixed)
CVE-2017-17916,1,rails (PTS),2:6.0.3.7+dfsg-2+deb11u2
CVE-2017-17917,2,rails,(unfixed)
CVE-2017-17917,1,rails (PTS),2:6.0.3.7+dfsg-2+deb11u2
CVE-2017-17919,2,rails,(unfixed)
CVE-2017-17919,1,rails (PTS),2:6.0.3.7+dfsg-2+deb11u2
CVE-2017-17920,2,rails,(unfixed)
CVE-2017-17920,1,rails (PTS),2:6.0.3.7+dfsg-2+deb11u2
CVE-2017-17934,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-17934,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-17935,2,wireshark,1.12.1+g01b65bf-4+deb8u16
CVE-2017-17935,1,wireshark (PTS),3.4.10-0+deb11u1
CVE-2017-17942,2,tiff,4.0.3-12.3+deb8u2
CVE-2017-17942,2,tiff3,(unfixed)
CVE-2017-17942,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2017-17969,2,p7zip,9.20.1~dfsg.1-4+deb7u3
CVE-2017-17969,1,p7zip (PTS),16.02+dfsg-8
CVE-2017-17971,0,,
CVE-2017-17973,2,tiff,(unfixed)
CVE-2017-17973,2,tiff3,(unfixed)
CVE-2017-17973,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2017-17975,2,linux,(not affected)
CVE-2017-17975,1,linux (PTS),5.10.223-1
CVE-2017-17997,2,wireshark,1.12.1+g01b65bf-4+deb8u16
CVE-2017-17997,1,wireshark (PTS),3.4.10-0+deb11u1
CVE-2017-18005,2,exiv2,0.25-4+deb10u4
CVE-2017-18005,1,exiv2 (PTS),0.27.3-3+deb11u2
CVE-2017-18008,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-18008,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-18009,2,opencv,3.4.4+dfsg-1~exp1
CVE-2017-18009,1,opencv (PTS),4.5.1+dfsg-5
CVE-2017-18013,2,tiff,4.0.2-6+deb7u18
CVE-2017-18013,2,tiff3,3.9.6-11+deb7u9
CVE-2017-18013,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2017-18017,2,linux,3.2.101-1
CVE-2017-18017,1,linux (PTS),5.10.223-1
CVE-2017-18018,2,coreutils,(unfixed)
CVE-2017-18018,1,coreutils (PTS),8.32-4
CVE-2017-18021,2,qtpass,1.1.6-1+deb9u1
CVE-2017-18021,1,qtpass (PTS),1.3.2-3
CVE-2017-18022,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-18022,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-18026,2,redmine,(unfixed)
CVE-2017-18026,1,redmine (PTS),5.0.4-5+deb12u1
CVE-2017-18027,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-18027,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-18028,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-18028,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-18029,2,imagemagick,8:6.9.9.34+dfsg-3
CVE-2017-18029,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2017-18030,2,qemu,1.1.2+dfsg-6+deb7u22
CVE-2017-18030,2,qemu-kvm,1.1.2+dfsg-6+deb7u21
CVE-2017-18030,1,qemu (PTS),1:5.2+dfsg-11+deb11u3
CVE-2017-18043,2,qemu,(not affected)
CVE-2017-18043,2,qemu-kvm,(not affected)
CVE-2017-18043,1,qemu (PTS),1:5.2+dfsg-11+deb11u3
CVE-2017-18075,2,linux,(not affected)
CVE-2017-18075,1,linux (PTS),5.10.223-1
CVE-2017-18076,2,ruby-omniauth,1.6.1-1
CVE-2017-18076,1,ruby-omniauth (PTS),1.9.1-1
CVE-2017-18077,2,node-brace-expansion,1.1.6-1+deb9u1
CVE-2017-18077,1,node-brace-expansion (PTS),2.0.0-1
CVE-2017-18078,2,systemd,215-17+deb8u12
CVE-2017-18078,1,systemd (PTS),247.3-7+deb11u5
CVE-2017-18079,2,linux,3.2.96-1
CVE-2017-18079,1,linux (PTS),5.10.223-1
CVE-2017-18120,2,gifsicle,1.91-1
CVE-2017-18120,1,gifsicle (PTS),1.92-2
CVE-2017-18121,2,simplesamlphp,1.9.2-1+deb7u2
CVE-2017-18121,1,simplesamlphp (PTS),1.19.0-1
CVE-2017-18122,2,simplesamlphp,1.9.2-1+deb7u2
CVE-2017-18122,1,simplesamlphp (PTS),1.19.0-1
CVE-2017-18123,2,dokuwiki,0.0.20120125b-2+deb7u2
CVE-2017-18123,1,dokuwiki (PTS),0.0.20180422.a-2.1
CVE-2017-18174,2,linux,(not affected)
